player_name,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Deyonta Davis,2018,911.6666667,436.6666667,-2.487373757,0.740761975,-1.746611781,-4.363135096,0.554622915,-3.808512181,-3.017770889,0.765452031,-2.252318858,-0.14662598,-0.145238035,-0.001387946,-3.130292115,-0.615928656,-3.746220771,-0.350352049
Diamond Stone,2017,50,24,-15.61563064,-7.223781906,-22.83941254,-29.11046156,0.953922573,-28.15653899,-19.54583576,-6.075092815,-25.62092857,-0.281349006,-0.281349006,0,-13.58337334,-6.800199419,-20.38357276,0.455011015
Diante Garrett,2014,2045,1048,-3.99993685,-1.752229807,-5.752166658,-3.019687254,1.709641307,-1.310045946,-3.9985031,-1.084317356,-5.082820457,-1.235093816,-1.235093816,0,-4.090927025,-1.507815657,-5.598742682,-0.941284045
Didi Louzada,2021,120,56,-5.953242097,-11.01064662,-16.96388872,-2.92106624,-1.584582017,-4.505648257,-5.66664774,-9.657902038,-15.32454978,-0.358271845,-0.358271845,0,-3.796016054,-5.729081516,-9.525097571,-0.280534609
Dillon Brooks,2019.5,3633.5,1741,-1.803802549,-0.276871937,-2.080674486,1.264607278,0.199639285,1.464246563,-1.24539971,-0.201628033,-1.447027744,1.9479255,1.685432219,0.262493281,-1.1989941,0.538876892,-0.660117208,0.486320507
Dion Waiters,2017,3065.571429,1515.428571,-0.64250603,-0.877725694,-1.520231723,-0.613346652,0.053147642,-0.56019901,-0.683828198,-0.749684432,-1.43351263,1.235164877,1.02619003,0.208974847,-0.072624423,-0.653766626,-0.726391048,-0.13662644
Dionte Christmas,2014,410,198,-0.124018402,-4.108636863,-4.232655265,-4.604226041,0.252645524,-4.351580517,-1.092986641,-3.447968065,-4.540954707,-0.180760839,-0.180760839,0,-1.267844194,-3.896565577,-5.164409771,-0.085188882
Dirk Nowitzki,2016.5,4061.833333,2001.166667,0.330186921,-0.510229881,-0.18004296,2.370313723,-2.093799567,0.276514156,0.773124281,-0.871967956,-0.098843676,3.862375769,3.717962144,0.144413625,1.434437308,-0.638465606,0.795971702,-0.101052393
Domantas Sabonis,2019.5,3531.5,1707.333333,0.225786804,0.685110874,0.910897678,-0.196538802,-0.545980855,-0.742519657,0.141131982,0.615205298,0.75633728,2.482210983,2.450970539,0.031240444,0.469089565,1.289934733,1.759024297,-0.227606123
Donald Sloan,2015,1882.333333,944,-1.201421075,-2.281469703,-3.482890778,-2.779621344,-1.531020057,-4.3106414,-1.573128951,-2.275518218,-3.848647169,-0.12477497,-0.10653572,-0.018239249,-1.785295231,-2.583975302,-4.369270533,-1.288982785
Donatas Motiejunas,2016.2,1704.6,829,-3.022883813,-0.642588821,-3.665472634,-2.948052124,-0.186232992,-3.134285116,-3.228263922,-0.600198261,-3.828462184,0.524179346,0.417579623,0.106599723,-3.289943211,-0.7914871,-4.081430311,0.605654253
Donovan Mitchell,2020,4483.4,2161.8,3.457695224,-1.159892496,2.297802728,3.401625254,1.221499366,4.623124621,3.443868515,-0.917204163,2.526664352,5.240521096,4.347797058,0.892724038,3.855067294,-0.893550367,2.961516927,0.401182372
Donta Hall,2020.5,354.5,166,-0.928685608,-1.188447064,-2.117132671,-3.073049037,0.283608616,-2.789440421,-1.3845128,-0.887103785,-2.271616586,0.067664939,0.116635634,-0.048970695,-0.48074669,-1.759358968,-2.240105658,0.008891484
Donte DiVincenzo,2020,2924,1326.666667,-0.484414425,2.020667295,1.53625287,1.226505907,2.008105506,3.234611413,-0.191514203,2.075449979,1.883935777,3.135029361,3.117786887,0.017242474,0.271684945,1.808214575,2.07989952,0.630618068
Donte Grantham,2019,5,2,-31.46727883,-9.948291573,-41.4155704,-20.73263029,-30.69180573,-51.42443602,-31.2310195,-15.07692314,-46.30794264,-0.043739231,-0.043739231,0,-16.02561999,-8.803380101,-24.8290001,-1.621785394
Dorell Wright,2015,1146.333333,561,6.529878185,-1.279367783,5.250510403,-1.744460927,0.511311697,-1.233149229,5.16453771,-1.017593797,4.146943911,1.177346053,1.219893706,-0.042547654,3.739368994,-2.86332591,0.876043085,0.129239535
Dorian Finney-Smith,2019.5,3006.333333,1466.166667,-2.386657277,0.669677423,-1.716979855,1.113005699,0.50341783,1.616423529,-1.914937814,0.77571496,-1.139222854,2.093156796,1.786240975,0.306915821,-1.678217798,0.508063783,-1.170154014,-0.433101258
Doron Lamb,2014,1366,695,-0.980089973,-4.437111933,-5.417201906,-0.067318749,3.16251612,3.095197371,-0.786514818,-3.099649327,-3.886164145,-0.400727128,-0.400727128,0,-2.172876273,-4.02012822,-6.193004493,-0.510482763
Doug McDermott,2018.5,2621.625,1256.375,-0.568519565,-3.954427337,-4.522946902,-1.30915639,-1.166292836,-2.475449227,-0.680041739,-3.726675721,-4.40671746,-0.335420323,-0.300494369,-0.034925954,-0.990225009,-4.022960707,-5.013185715,0.026140245
Dragan Bender,2018.5,1998.5,938.75,-3.256754679,-1.531589073,-4.788343752,-0.824288656,0.292452398,-0.531836258,-2.921747826,-1.186904182,-4.108652008,-0.785181241,-0.785181241,0,-3.052723878,-1.422872298,-4.475596177,0.51713647
Draymond Green,2018,5045.555556,2385.444444,-0.013681704,3.969187265,3.95550556,2.090472209,2.891140151,4.98161236,0.431505403,4.057672132,4.489177534,10.76435156,7.886027514,2.878324048,0.425110316,4.313720715,4.738831031,1.64927127
Drew Eubanks,2020.5,655.75,304.5,-1.85094858,0.175631037,-1.675317543,-3.512828944,-0.828140896,-4.34096984,-2.621133252,0.083757432,-2.537375821,0.164018885,0.164018885,0,-2.992480331,-0.831233039,-3.823713369,0.250027078
Drew Gooden,2015,1249,629.3333333,-1.165061936,-1.062057697,-2.227119633,-1.477827618,-2.364322747,-3.842150365,-1.304588295,-1.446534454,-2.751122749,0.629411022,0.400932584,0.228478438,-0.779860211,-1.340299039,-2.120159249,-0.105464902
Drew Gordon,2015,158,71,-8.197680742,-3.162176523,-11.35985726,-5.464288808,-4.899601855,-10.36389066,-8.007526864,-3.687238976,-11.69476584,-0.326572087,-0.326572087,0,-8.096221777,-4.736761204,-12.83298298,0.756195343
Duane Washington Jr.,2022,10,4,12.13054872,7.033803294,19.16435202,1.611362009,-28.80204081,-27.19067881,11.61945117,4.273868188,15.89331936,0.038612057,0.038612057,0,13.87438971,0.594288873,14.46867858,1.51239789
Duje Dukan,2016,52,24,-6.555413877,-3.131501239,-9.686915116,-9.131462894,-2.774658332,-11.90612123,-7.430119872,-3.15564595,-10.58576582,-0.094396676,-0.094396676,0,-5.643592449,-3.467514999,-9.111107448,-1.579188291
Duncan Robinson,2020.5,2811.5,1371.25,-0.535224364,-1.4693805,-2.004604864,-0.236185488,0.231797029,-0.00438846,-0.461363191,-1.319282829,-1.78064602,2.652641707,2.205696668,0.446945039,-0.329164641,-0.976525005,-1.305689646,-0.26272557
Dusty Hannahs,2019.5,42.5,19.5,0.98487312,-1.27344363,-0.28857051,4.650402775,-9.813941838,-5.163539064,1.930591815,-3.056815333,-1.12622352,-0.023867519,-0.023867519,0,-0.126526285,-4.531455213,-4.657981495,-1.395928703
Dwayne Bacon,2019.5,2094.25,1003,-2.916901927,-1.964788945,-4.881690871,-2.068352797,0.249584128,-1.818768669,-2.888837712,-1.59508848,-4.483926192,-0.888776413,-0.888776413,0,-3.191365631,-2.032715045,-5.224080676,-0.429397565
Dwight Buycks,2015.666667,464.3333333,232,-3.725977646,-2.311182603,-6.037160249,-2.390786252,-0.674408204,-3.065194456,-3.657500068,-2.090332611,-5.747832679,-0.168528097,-0.168528097,0,-3.417553452,-3.065893563,-6.483447017,-0.327371056
Dwight Howard,2018,3411,1661.888889,-1.369502164,1.060114485,-0.309387679,-0.145266672,-0.05417056,-0.199437232,-1.254417388,0.891900985,-0.362516403,2.310170116,1.961402132,0.348767984,-0.931292308,0.697699382,-0.233592925,0.260393299
Dwight Powell,2018.5,2109.375,1026.625,-0.762065873,0.616238493,-0.145827379,-0.108877206,-0.706903011,-0.815780217,-0.630553423,0.491385607,-0.139167816,1.974209622,1.933152966,0.041056656,-0.527756873,0.370260447,-0.157496426,-0.151240342
Dwyane Wade,2016.5,4240,2116.666667,0.993510633,-1.217194738,-0.223684106,-1.295863988,-0.405299277,-1.701163265,0.583013446,-1.125414325,-0.542400879,2.495941358,2.205166965,0.290774394,0.795406296,-1.524832446,-0.72942615,0.756789668
Dylan Windler,2021.5,567,267,0.19617307,2.902448847,3.098621917,-0.586521831,4.204106969,3.617585139,0.292988444,3.141280238,3.434268682,0.189387292,0.189387292,0,-1.302891201,1.518533207,0.215642006,-0.308983233
Dzanan Musa,2019.5,638.5,290,-3.512758831,0.617806667,-2.894952164,-0.841924416,4.538027469,3.696103055,-3.132067019,1.503194035,-1.628872984,0.056736459,0.150741998,-0.094005539,-3.063828887,-0.932928001,-3.996756888,1.689172033
E'Twaun Moore,2017.5,2858.125,1361.25,-0.474087901,-0.348317961,-0.822405862,-0.425348027,-0.219655352,-0.645003379,-0.493543767,-0.348090919,-0.841634685,1.358074251,1.207957258,0.150116993,-0.828662781,-0.4634726,-1.292135382,-0.324269305
Earl Barron,2015,292,143,-4.798913386,-7.806177721,-12.60509111,-10.04039576,0.226365722,-9.814030033,-6.162373247,-6.577017671,-12.73939092,-0.731749932,-0.731749932,0,-4.766880038,-4.044226455,-8.811106493,0.386566026
Earl Clark,2014.5,877.5,437,-4.125320411,-2.089450525,-6.214770936,-6.588538667,-0.014432589,-6.602971256,-4.860051695,-1.744435746,-6.60448744,-0.826165514,-0.761265193,-0.064900322,-3.95743752,-2.692575662,-6.650013182,0.559473968
Earl Watson,2014,361,175,-3.813709188,-6.933551797,-10.74726099,-6.590658862,5.052084859,-1.538574003,-4.679645905,-4.849366165,-9.52901207,-0.614332071,-0.435460604,-0.178871467,-3.234712556,-3.497291004,-6.73200356,1.38559556
Ed Davis,2018,2054.444444,1014.777778,-1.666460755,-6.308343998,-7.974804753,-0.292497063,-1.747267912,-2.039764976,-1.76543204,-5.887399042,-7.652831081,1.50294215,1.518546765,-0.015604615,-2.344225908,-3.690077629,-6.034303536,-1.133433395
Edmond Sumner,2019.5,854.75,390.75,2.538999425,1.134042084,3.673041511,-9.418979748,-10.04123162,-19.46021137,0.228126331,-1.122958921,-0.89483259,-0.102221778,-0.092526752,-0.009695026,-0.27947211,-0.533632186,-0.813104296,0.613705005
Edy Tavares,2016.5,103.5,50.5,1.23920292,5.58824334,6.82744626,3.335326095,-0.074591923,3.260734173,1.773066957,4.771546268,6.544613225,0.116054176,0.116054176,0,2.764583952,3.587085723,6.351669676,0.602466296
Ekpe Udoh,2016.5,1071.25,525.25,-2.940775038,-0.245574072,-3.18634911,-1.357571845,-0.035042261,-1.392614106,-2.790912103,-0.252456607,-3.04336871,-0.065447416,-0.025905701,-0.039541716,-2.703093889,-0.281225528,-2.984319417,-0.262863286
Elfrid Payton,2018.5,3331.375,1613.5,-0.50341028,-0.727632255,-1.231042534,-0.132953825,-2.487271342,-2.620225167,-0.279334777,-1.04449277,-1.323827547,1.814668527,1.827082891,-0.012414364,-0.932694539,-1.007662773,-1.940357312,0.115201017
Elias Harris,2014,25,11,-8.030297621,5.952950078,-2.077347543,9.99898304,-24.39722788,-14.39824484,-4.721437531,0.144448206,-4.576989324,-0.010306677,-0.010306677,0,-6.067401199,-0.468959093,-6.536360293,0.498098308
Elie Okobo,2019.5,1765.5,838.5,-2.373000623,-2.267085436,-4.640086059,-3.175648689,-0.618348931,-3.79399762,-2.663252717,-2.021076306,-4.684329023,-0.840176986,-0.840176986,0,-2.724629865,-2.008166163,-4.732796028,-0.90897275
Elijah Bryant,2021,180,82,-5.370851129,-1.438185917,-6.809037045,-12.20263134,5.064097661,-7.138533676,-7.17439412,-0.242577848,-7.416971968,-0.201423886,-0.016908222,-0.184515663,-4.475815616,-2.105862928,-6.581678545,0.139352732
Elijah Hughes,2021.5,79,36,-2.725976627,3.603872898,0.877896271,-17.72099228,-0.55155004,-18.27254232,-4.173188348,3.026827807,-1.14636054,-0.077484859,-0.077484859,0,-1.291170986,-0.998844675,-2.290015661,0.429285179
Elijah Millsap,2016,733.6666667,373.3333333,-5.964769169,0.863991298,-5.100777869,-4.173110736,3.764188918,-0.408921819,-5.948795884,1.507909551,-4.440886335,0.528019787,0.528019787,0,-5.552575175,1.123715185,-4.428859989,0.511271681
Elliot Williams,2015,925.6666667,440.3333333,-2.075798797,-2.56112306,-4.636921857,-1.813345729,0.597949824,-1.215395905,-2.122780186,-2.023321503,-4.146101689,-0.865458099,-0.865458099,0,-2.050818244,-2.383202955,-4.434021199,-0.485865822
Elton Brand,2015,1488,736.6666667,-3.360206191,2.637080621,-0.72312557,-2.515930773,0.691970964,-1.823959809,-3.367884216,2.393094405,-0.97478981,0.681360144,0.646304692,0.035055452,-2.97875385,1.234871178,-1.743882673,-0.169037878
Emanuel Terry,2019,52,23,-2.213832838,1.518497418,-0.69533542,7.470990479,-2.100768388,5.370222091,-0.261686979,0.983518096,0.721831117,0.041038437,0.041038437,0,-0.605829844,3.148630034,2.54280019,0.894825806
Emeka Okafor,2018,785,357,-3.320840841,2.369628466,-0.951212374,-2.714860985,0.693439464,-2.021421521,-3.391616975,2.169047438,-1.222569537,0.287244902,0.341273371,-0.054028469,-3.139682477,1.282051837,-1.857630641,-0.21338566
Emmanuel Mudiay,2018,3020.6,1442,-2.386037005,-2.281674777,-4.667711782,-2.22262872,-2.267264956,-4.489893675,-2.499315347,-2.395425304,-4.894740651,-1.569073944,-1.585616965,0.01654302,-1.909432511,-2.851837045,-4.761269555,0.182727015
Enes Kanter,2018,3316.444444,1637.222222,-0.170727267,-1.41842551,-1.589152777,-0.844350398,-4.870572933,-5.714923331,-0.150815974,-2.020470222,-2.171286197,1.884872286,1.794979429,0.089892857,-0.185953825,-1.431945416,-1.617899242,-0.468529126
Eric Bledsoe,2018,3949.888889,1875.222222,1.076082998,0.511086445,1.587169444,0.357401036,-0.366475361,-0.009074325,1.019302892,0.454286329,1.473589221,5.199661938,4.849523748,0.35013819,0.778565019,1.067702113,1.846267132,0.84877452
Eric Gordon,2018,3671.777778,1780.333333,0.950674904,-2.53503155,-1.584356646,0.66065835,-0.443679592,0.216978759,0.881908781,-2.270798215,-1.388889434,1.346199503,1.375428474,-0.029228971,0.843739436,-2.738574027,-1.894834591,0.672130465
Eric Maynor,2014,657,327,-4.561256686,-5.938051049,-10.49930774,-9.164150961,-7.054634873,-16.21878583,-5.76438829,-6.492354396,-12.25674269,-1.576365547,-1.576365547,0,-5.328807901,-6.587843075,-11.91665098,-0.520404911
Eric Mika,2020,41,19,2.160638018,3.046719761,5.207357779,7.74998441,5.175214225,12.92519863,3.529757044,3.733071499,7.262828543,0.096831065,0.096831065,0,4.601645866,2.732030642,7.333676508,-0.243305957
Eric Moreland,2017,470.25,231.5,0.499458941,-3.306038366,-2.806579426,1.048327114,1.664162836,2.712489949,0.635955472,-2.462010875,-1.826055404,0.083012907,0.14706175,-0.064048843,-0.699758847,-1.178709985,-1.878468833,1.045734435
Eric Paschall,2021,1745.333333,820.3333333,-1.450733011,-1.735740705,-3.186473716,-4.71186054,-2.570162138,-7.282022678,-1.79414964,-2.059816567,-3.853966207,-0.701313426,-0.701313426,0,-1.913027882,-2.75481989,-4.667847772,-0.901366722
Erick Green,2015.5,463,226,0.489691543,-2.62752742,-2.137835877,-0.746701159,-4.973264271,-5.71996543,0.276503194,-3.280940717,-3.004437522,-0.15863804,-0.15863804,0,-1.422134472,-3.667926804,-5.090061275,-1.697876637
Erik McCree,2018,19,8,-9.317280469,-4.61109873,-13.9283792,-6.215456739,-12.15701467,-18.37247141,-9.334545659,-6.616581949,-15.95112761,-0.054456941,-0.054456941,0,-6.119612922,-4.916503761,-11.03611668,1.058978367
Erik Murphy,2014,129,62,-7.802573957,-8.049404679,-15.85197864,-20.86341705,-5.735998167,-26.59941521,-11.0302649,-8.165339877,-19.19560478,-0.51562995,-0.51562995,0,-10.44743252,-7.202825137,-17.65025765,-0.845178757
Ersan Ilyasova,2017.5,3032.5,1459.625,-0.348481927,1.529876268,1.181394341,-0.010943945,0.08370599,0.072762046,-0.293390164,1.291640667,0.998250503,2.905555243,2.538116096,0.367439147,0.04531822,1.394292773,1.439610993,0.434956503
Eugene Omoruyi,2022,21,10,1.312568926,-5.669017671,-4.356448745,-19.23735259,4.11383213,-15.12352046,-0.098867283,-5.068914817,-5.1677821,-0.012332814,-0.012332814,0,2.454617336,-7.127375946,-4.67275861,-0.022385673
Evan Fournier,2018,3762,1825.222222,0.80129811,-1.157108195,-0.355810085,1.679983554,-1.283628091,0.396355463,0.962904469,-1.229651962,-0.266747493,2.220039871,2.256591305,-0.036551434,0.618643327,-0.665127707,-0.04648438,0.478534773
Evan Mobley,2022,551,264,-1.156115281,4.452913517,3.296798236,-2.828430854,3.617200847,0.788769993,-1.2973753,4.519887179,3.222511878,0.792483638,0.792483638,0,-2.745626535,5.997569237,3.251942702,-1.516128502
Evan Turner,2017,3980,1924.714286,-2.024761751,0.108523893,-1.916237857,-4.022695437,0.762135037,-3.2605604,-2.553179471,0.256825533,-2.296353938,0.745249954,0.593350021,0.151899933,-2.243221927,-0.301082389,-2.544304316,0.099390095
Facundo Campazzo,2021.5,1880,910,-1.227497404,2.31173978,1.084242377,-9.801556659,-4.971528332,-14.77308499,-2.163264469,1.890630512,-0.272633957,2.159132067,1.903763358,0.255368709,-2.114322176,3.454148164,1.339825989,-0.289399571
Festus Ezeli,2015.5,1749.5,830,-2.429240607,1.689994105,-0.739246502,-2.231062207,-0.2158564,-2.446918606,-2.617986411,1.30759194,-1.310394472,0.714306693,0.614594601,0.099712092,-2.035449128,0.990605548,-1.04484358,-0.035288587
Francisco Garcia,2014.5,1346.5,652.5,-1.647907038,-2.419373297,-4.067280334,-3.118051897,2.249831582,-0.868220315,-2.108731064,-1.625426178,-3.734157242,0.109149277,0.127591336,-0.018442059,-1.873224164,-1.280832698,-3.154056862,0.067340155
Frank Jackson,2020.5,1558.5,710.75,-2.531052679,-3.108670868,-5.639723548,-3.198575896,0.185254176,-3.01332172,-2.652885657,-2.779541186,-5.432426845,-0.553587254,-0.553587254,0,-2.713108376,-3.058417413,-5.771525789,0.54190861
Frank Kaminsky,2019,2366.428571,1148.571429,-0.745466323,-0.148579422,-0.894045746,-1.002303635,1.695570136,0.693266502,-0.829048535,8.70E-06,-0.829039836,0.646461822,0.57506146,0.071400362,-1.276567257,-0.632531408,-1.909098665,-0.13583028
Frank Mason,2019.5,836.25,404.5,-1.495110048,-3.491396449,-4.986506497,-3.891408391,1.690730833,-2.200677558,-2.048957766,-2.621379824,-4.670337591,-0.059016944,-0.070154637,0.011137693,-2.635226198,-3.268249307,-5.903475503,-0.302104764
Frank Ntilikina,2020,1747,840.4,-2.838938154,0.865100428,-1.973837725,-2.713308334,4.743667952,2.030359618,-2.973943111,1.424546525,-1.549396586,0.201462676,0.20710879,-0.005646114,-2.745772819,0.630401598,-2.115371221,-0.223519259
Franz Wagner,2022,527,257,2.857696156,-0.140938509,2.716757647,1.767658152,5.663243603,7.430901755,2.846579934,0.323239931,3.169819865,0.769040295,0.769040295,0,1.517798933,1.162004114,2.679803047,-0.941767333
Fred VanVleet,2019.5,3053.833333,1478.666667,1.433209232,0.979010723,2.412219955,-0.640989916,3.294505721,2.653515804,1.180892409,1.41289547,2.593787879,4.119199708,3.71057553,0.408624178,0.845138358,1.851845365,2.696983723,-0.739263702
Freddie Gillespie,2021,824,392,-1.985757706,1.132778803,-0.852978903,-3.763964001,-1.233880793,-4.997844794,-2.49946533,0.709263999,-1.790201331,0.191305484,0.191305484,0,-2.148588261,1.099786265,-1.048801997,-0.343348946
Furkan Aldemir,2015,1087,540,-0.693620987,-1.21572487,-1.909345857,1.24350321,-3.04160303,-1.79809982,-0.318228362,-1.661918132,-1.980146495,0.21216464,0.21216464,0,-1.756878546,-1.101017437,-2.857895983,0.028863509
Furkan Korkmaz,2020,1623,759.4,0.857359407,-0.572889415,0.284469991,0.214630128,-0.772372107,-0.557741979,0.670180813,-0.784279155,-0.114098343,1.496959767,1.381301287,0.11565848,0.449540568,-1.10223962,-0.652699052,0.317803582
Gabe Vincent,2021,545.6666667,266,-4.046361911,-0.130701729,-4.17706364,-7.366856303,0.733257761,-6.63359854,-4.720539483,-0.088883602,-4.809423086,-0.007990182,-0.008960902,0.00097072,-3.98298289,-1.246723702,-5.229706592,-0.434495767
Gabriel Deck,2021.5,250,115.5,2.322218405,-0.130173914,2.192044491,-2.256160656,1.300803713,-0.955356942,2.166554821,-0.226447337,1.940107484,0.11313942,0.11313942,0,1.674898453,-1.749434562,-0.074536108,-0.045656312
Gal Mekel,2014.5,347.5,167.5,-6.304592402,-1.555677612,-7.860270013,-2.279240085,0.536408856,-1.742831229,-5.892395899,-1.211299575,-7.103695474,-0.547598695,-0.547598695,0,-6.039514245,-2.675353288,-8.714867534,-1.10830498
Garrett Temple,2018,2829.444444,1365.333333,-1.38458922,1.389092433,0.004503213,-4.781537241,0.821812808,-3.959724434,-1.872829675,1.449091503,-0.423738172,1.690922383,1.692317571,-0.001395187,-1.743413724,1.516615242,-0.226798483,0.179376826
Garrison Mathews,2020.5,1413.5,641,1.389942376,1.63371102,3.023653396,-0.460584387,1.367196026,0.906611639,1.079389884,1.720560452,2.799950335,1.430723067,1.412297168,0.018425899,0.686562547,1.168878999,1.855441546,0.536557206
Gary Clark,2020,1422.666667,670,-1.681369865,-1.873980044,-3.555349908,-1.641120049,-1.448294151,-3.0894142,-1.808606729,-1.896641503,-3.705248232,-0.309894679,-0.404812582,0.094917903,-1.569976608,-2.287913535,-3.857890143,-0.30895234
Gary Harris,2018.5,3260.625,1590.625,-1.368860025,-1.489137405,-2.85799743,-1.857312984,-2.054336222,-3.911649207,-1.445973973,-1.551903668,-2.997877641,1.809631606,1.636326732,0.173304874,-1.464744903,-1.391541526,-2.856286429,0.201857815
Gary Neal,2015.5,1623.25,809,-1.886361609,-6.049385722,-7.93574733,-5.105150303,-1.289778933,-6.394929237,-2.610063242,-5.424255287,-8.03431853,-0.862067864,-0.813329487,-0.048738377,-1.984767255,-5.090384979,-7.075152233,-0.26519784
Gary Payton II,2019.5,300,140.8333333,-0.967705146,2.072850672,1.105145526,-1.506043863,0.455527475,-1.050516388,-1.216248381,1.953423925,0.737175545,-0.01225167,-0.01225167,0,-1.886624831,2.502228055,0.615603223,0.999252008
Gary Trent Jr.,2020.5,1925.75,915.25,-1.180894628,-1.099024577,-2.279919204,1.648800905,-3.696941198,-2.048140292,-0.933827689,-1.525894938,-2.459722627,0.570433906,0.554035071,0.016398835,-1.243301757,-1.00466288,-2.247964638,-0.251652206
George Hill,2018,3494.777778,1740.555556,1.08806521,0.807965967,1.896031177,1.687415855,1.395447307,3.082863162,1.200946065,0.929345107,2.130291172,4.371586274,3.554446977,0.817139298,1.077762922,1.245123643,2.322886565,-1.107863934
George King,2019,12,6,-4.974701613,-14.40396078,-19.37866239,-6.593850051,-21.6997946,-28.29364465,-5.65494678,-16.72028005,-22.37522683,-0.058620269,-0.058620269,0,-6.848305911,-11.88471055,-18.73301646,-2.470748178
Georges Niang,2019.5,1118.5,525.8333333,-0.414999084,-0.983422839,-1.398421923,-0.875056225,1.020422536,0.14536631,-0.633170253,-0.725729026,-1.358899278,0.578407803,0.53111851,0.047289293,-0.930670086,-2.003305749,-2.933975835,0.39803366
Georgios Kalaitzakis,2022,60,28,-6.704668432,-5.757409179,-12.46207761,-9.602141128,-8.732825158,-18.33496629,-7.038427149,-6.06479193,-13.10321908,-0.148264181,-0.148264181,0,-3.515901171,-7.263811523,-10.77971269,0.249536084
Georgios Papagiannis,2017.5,489.5,238.5,-4.728147322,-4.342867231,-9.071014554,1.961253266,-3.445722358,-1.484469091,-3.553648195,-4.34980411,-7.903452305,-0.502774792,-0.502774792,0,-4.241207601,-3.725498637,-7.966706237,-0.17974044
Gerald Green,2016.5,3049.5,1490.666667,0.416301684,-1.420799339,-1.004497656,-0.294538174,-1.100978281,-1.395516455,0.257918112,-1.453131665,-1.195213553,1.447488253,1.378585216,0.068903038,0.721018383,-1.508915113,-0.78789673,0.312931426
Gerald Henderson,2015.5,4098.25,2056.75,-1.225961739,0.104244507,-1.121717232,-1.846971492,-0.606301919,-2.453273411,-1.396517639,-0.045340475,-1.441858114,1.453003061,1.407865065,0.045137996,-1.699342344,-0.325675379,-2.025017723,-0.457736496
Gerald Wallace,2014.5,1698,853,-2.475422725,1.396107349,-1.079315375,-0.199054298,-0.160358053,-0.359412351,-2.129272991,1.165254029,-0.964018963,0.909102632,0.928275923,-0.019173291,-2.344697753,0.195425491,-2.149272262,0.464857245
Gian Clavell,2018,135,64,-3.216020889,6.410620674,3.194599785,-1.489369661,8.802680194,7.313310533,-2.975262113,7.364762612,4.389500498,0.236019608,0.236019608,0,-1.188271374,4.284156613,3.095885239,1.231813984
Giannis Antetokounmpo,2018,4969.111111,2412.888889,3.045097812,1.371755393,4.416853205,1.721591028,3.045502138,4.767093165,2.884522357,1.661196796,4.545719153,8.538478463,7.410562264,1.127916198,2.980187576,1.429348328,4.409535904,0.491511113
Gigi Datome,2014.5,468,230.5,-1.407835392,-2.690950234,-4.098785626,0.766606149,5.974077776,6.740683926,-1.009640641,-1.011676844,-2.021317485,0.085216826,0.10888028,-0.023663454,-0.597750717,-2.851266995,-3.449017711,0.158828165
Glen Davis,2014.5,2872,1434,-3.675347735,0.888889093,-2.786458643,-5.883034974,0.299658508,-5.583376465,-4.374562952,0.81699072,-3.557572232,-0.434577835,-0.413769921,-0.020807915,-3.807535566,0.781389707,-3.026145859,-0.534716019
Glen Rice,2014.5,153,76,-5.034314713,-1.334250641,-6.368565353,-10.02678,1.256066046,-8.770713959,-6.368613859,-0.899720974,-7.268334834,-0.064818128,-0.064818128,0,-6.288783384,-1.989340489,-8.278123875,0.284032091
Glenn Robinson III,2018,1604,768.8571429,-1.43878548,-1.189747822,-2.628533302,-1.786415962,-0.779294482,-2.565710444,-1.571968942,-1.16137973,-2.733348673,0.072407085,0.089037127,-0.016630042,-2.108710195,-1.696088126,-3.804798321,-0.500140213
Goga Bitadze,2021,784.6666667,357,-3.582076009,-3.96494618,-7.547022188,-1.771520349,-0.501454453,-2.272974802,-3.47657483,-3.805025326,-7.281600157,0.032186267,0.032186267,0,-2.310916834,-1.194291168,-3.505208002,0.417832812
Goran Dragic,2018,4038.111111,1984.333333,1.409958877,-0.807050495,0.602908382,-1.047548439,0.573210645,-0.474337794,1.287514429,-0.615443184,0.672071245,4.205435483,3.820638187,0.384797296,1.134655691,-0.192523326,0.942132366,0.091715944
Gordon Hayward,2018,3780.888889,1893.222222,0.584933716,-1.975091033,-1.390157317,0.889376889,1.040731117,1.930108007,0.685969086,-1.507051125,-0.821082038,4.181585385,4.042087682,0.139497704,0.837454226,-1.550763017,-0.713308792,0.679614585
Gorgui Dieng,2018,2741.888889,1340.222222,-1.590526993,1.015428592,-0.5750984,-2.968704666,2.938723482,-0.029981184,-1.877259085,1.18768527,-0.689573815,1.333191537,1.321285917,0.01190562,-1.636870025,1.114059027,-0.522810998,-0.287569572
Grant Jerrett,2015,109,51,-9.068091878,-8.982457831,-18.05054971,-3.978972807,-4.059734941,-8.038707748,-8.575143148,-8.525718741,-17.10086189,-0.391984715,-0.391984715,0,-4.462976505,-8.608537774,-13.07151428,2.312341922
Grant Riller,2021,55,27,3.439623534,-3.727168661,-0.287545127,-8.070801556,3.339105381,-4.731696176,1.332814337,-2.441104872,-1.108290535,0.022287988,0.022287988,0,3.080976452,-5.900314215,-2.819337762,-1.461014059
